fdc_id,description_en,description_de
174602,Bacon and beef sticks,
169893,"Bacon bits, meatless",
172439,"Bacon, meatless",
168382,"Bacon, pre-sliced, reduced/low sodium, unprepared",
171640,"Bacon, turkey, low sodium",
171639,"Bacon, turkey, microwaved",
174592,"Bacon, turkey, unprepared",
172664,"Bagels, cinnamon-raisin",
172665,"Bagels, cinnamon-raisin, toasted",
174901,"Bagels, egg",
171852,"Bagels, multigrain",
172666,"Bagels, oat bran",
174899,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",
174900,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",
175049,"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",
175050,"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",
175051,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",
167533,"Bagels, wheat",
174092,"Bagels, whole grain white",
169584,"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",
169581,"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",
167999,"Baking chocolate, mexican, squares",
167567,"Baking chocolate, unsweetened, liquid",
167568,"Baking chocolate, unsweetened, squares",
168495,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",
168392,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",
168391,"Balsam-pear (bitter gourd), leafy tips, raw",
168496,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",
168393,"Balsam-pear (bitter gourd), pods, raw",
169212,"Bamboo shoots, canned, drained solids",
168497,"Bamboo shoots, cooked, boiled, drained, with salt",
169211,"Bamboo shoots, cooked, boiled, drained, without salt",
169210,"Bamboo shoots, raw",
173945,"Bananas, dehydrated, or banana powder",
1105073,"Bananas, overripe, raw",
173944,"Bananas, raw",
1105314,"Bananas, ripe and slightly ripe, raw",
169783,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",
167806,Baobab powder,
171601,"Barbecue loaf, pork, beef",
169739,Barley flour or meal,
169740,Barley malt flour,
170283,"Barley, hulled",
170285,"Barley, pearled, cooked",
170284,"Barley, pearled, raw",
172232,"Basil, fresh",
173789,"Beans, adzuki, mature seed, cooked, boiled, with salt",
173729,"Beans, adzuki, mature seeds, canned, sweetened",
173728,"Beans, adzuki, mature seeds, cooked, boiled, without salt",
173727,"Beans, adzuki, mature seeds, raw",
168128,"Beans, baked, canned, no salt added",
175182,"Beans, baked, canned, plain or vegetarian",
175183,"Beans, baked, canned, with beef",
175184,"Beans, baked, canned, with franks",
175185,"Beans, baked, canned, with pork",
173732,"Beans, baked, canned, with pork and sweet sauce",
173733,"Beans, baked, canned, with pork and tomato sauce",
173731,"Beans, baked, home prepared",
175188,"Beans, black turtle, mature seeds, canned",
175239,"Beans, black turtle, mature seeds, cooked, boiled, with salt",
175187,"Beans, black turtle, mature seeds, cooked, boiled, without salt",
175186,"Beans, black turtle, mature seeds, raw",
2644285,"Beans, black, canned, sodium added, drained and rinsed",
175238,"Beans, black, mature seeds, canned, low sodium",
175237,"Beans, black, mature seeds, cooked, boiled, with salt",
173735,"Beans, black, mature seeds, cooked, boiled, without salt",
173734,"Beans, black, mature seeds, raw",
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",
2644281,"Beans, cannellini, dry",
169065,"Beans, chili, barbecue, ranch style, cooked",
173737,"Beans, cranberry (roman), mature seeds, canned",
175240,"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",
173736,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",
175189,"Beans, cranberry (roman), mature seeds, raw",
747444,"Beans, Dry, Black (0% moisture)",
747433,"Beans, Dry, Brown (0% moisture)",
747436,"Beans, Dry, Carioca (0% moisture)",
747437,"Beans, Dry, Cranberry (0% moisture)",
747440,"Beans, Dry, Dark Red Kidney (0% moisture)",
747432,"Beans, Dry, Flor de Mayo (0% moisture)",
747446,"Beans, Dry, Great Northern (0% moisture)",
747438,"Beans, Dry, Light Red Kidney (0% moisture)",
747435,"Beans, Dry, Light Tan (0% moisture)",
747430,"Beans, Dry, Medium Red (0% moisture)",
747441,"Beans, Dry, Navy (0% moisture)",
747439,"Beans, Dry, Pink (0% moisture)",
747445,"Beans, Dry, Pinto (0% moisture)",
747431,"Beans, Dry, Red (0% moisture)",
747443,"Beans, Dry, Small Red (0% moisture)",
747442,"Beans, Dry, Small White (0% moisture)",
747434,"Beans, Dry, Tan (0% moisture)",
168574,"Beans, fava, in pod, raw",
175241,"Beans, french, mature seeds, cooked, boiled, with salt",
173739,"Beans, french, mature seeds, cooked, boiled, without salt",
173738,"Beans, french, mature seeds, raw",
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",
175192,"Beans, great northern, mature seeds, canned",
173791,"Beans, great northern, mature seeds, canned, low sodium",
173790,"Beans, great northern, mature seeds, cooked, boiled, with salt",
175191,"Beans, great northern, mature seeds, cooked, boiled, without salt",
175190,"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",
173741,"Beans, kidney, all types, mature seeds, canned",
173792,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",
173740,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",
175193,"Beans, kidney, all types, mature seeds, raw",
173793,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",
173743,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",
173742,"Beans, kidney, california red, mature seeds, raw",
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",
169315,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",
169213,"Beans, kidney, mature seeds, sprouted, raw",
174285,"Beans, kidney, red, mature seeds, canned, drained solids",
175243,"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",
175245,"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",
175195,"Beans, kidney, red, mature seeds, canned, solids and liquids",
175242,"Beans, kidney, red, mature seeds, cooked, boiled, with salt",
175194,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",
173744,"Beans, kidney, red, mature seeds, raw",
175244,"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",
175197,"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",
175196,"Beans, kidney, royal red, mature seeds, raw",
169885,"Beans, liquid from stewed kidney beans",
170079,"Beans, mung, mature seeds, sprouted, canned, drained solids",
2644286,"Beans, navy, canned, sodium added, drained and rinsed",
173747,"Beans, navy, mature seeds, canned",
173794,"Beans, navy, mature seeds, cooked, boiled, with salt",
173746,"Beans, navy, mature seeds, cooked, boiled, without salt",
173745,"Beans, navy, mature seeds, raw",
168500,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",
169140,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",
169139,"Beans, navy, mature seeds, sprouted, raw",
173795,"Beans, pink, mature seeds, cooked, boiled, with salt",
175198,"Beans, pink, mature seeds, cooked, boiled, without salt",
173748,"Beans, pink, mature seeds, raw",
174286,"Beans, pinto, canned, drained solids",
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",
168501,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",
169959,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",
169958,"Beans, pinto, immature seeds, frozen, unprepared",
173797,"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",
175201,"Beans, pinto, mature seeds, canned, solids and liquids",
175247,"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",
173796,"Beans, pinto, mature seeds, cooked, boiled, with salt",
175200,"Beans, pinto, mature seeds, cooked, boiled, without salt",
175199,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",
169319,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",
170087,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",
170086,"Beans, pinto, mature seeds, sprouted, raw",
169960,"Beans, shellie, canned, solids and liquids",
175246,"Beans, small white, mature seeds, cooked, boiled, with salt",
173750,"Beans, small white, mature seeds, cooked, boiled, without salt",
173749,"Beans, small white, mature seeds, raw",
169144,"Beans, snap, canned, all styles, seasoned, solids and liquids",
168505,"Beans, snap, green, canned, no salt added, drained solids",
168502,"Beans, snap, green, canned, no salt added, solids and liquids",
321611,"Beans, snap, green, canned, regular pack, drained solids",
169143,"Beans, snap, green, canned, regular pack, drained solids",
169142,"Beans, snap, green, canned, regular pack, solids and liquids",
169321,"Beans, snap, green, cooked, boiled, drained, with salt",
169141,"Beans, snap, green, cooked, boiled, drained, without salt",
169964,"Beans, snap, green, frozen, all styles, microwaved",
169962,"Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)",
169963,"Beans, snap, green, frozen, cooked, boiled, drained without salt",
169325,"Beans, snap, green, frozen, cooked, boiled, drained, with salt",
169965,"Beans, snap, green, microwaved",
2346400,"Beans, snap, green, raw",
169961,"Beans, snap, green, raw",
169375,"Beans, snap, yellow, canned, no salt added, drained solids",
168504,"Beans, snap, yellow, canned, no salt added, solids and liquids",
169374,"Beans, snap, yellow, canned, regular pack, drained solids",
168503,"Beans, snap, yellow, canned, regular pack, solids and liquids",
169323,"Beans, snap, yellow, cooked, boiled, drained, with salt",
169322,"Beans, snap, yellow, cooked, boiled, drained, without salt",
169324,"Beans, snap, yellow, frozen, all styles, unprepared",
169327,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",
169326,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",
169320,"Beans, snap, yellow, raw",
175204,"Beans, white, mature seeds, canned",
175249,"Beans, white, mature seeds, cooked, boiled, with salt",
175203,"Beans, white, mature seeds, cooked, boiled, without salt",
175202,"Beans, white, mature seeds, raw",
175248,"Beans, yellow, mature seeds, cooked, boiled, with salt",
173752,"Beans, yellow, mature seeds, cooked, boiled, without salt",
173751,"Beans, yellow, mature seeds, raw",
169793,"Bear, black, meat (Alaska Native)",
169794,"Bear, polar, meat, raw (Alaska Native)",
174013,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",
172090,"Beef macaroni with tomato sauce, frozen entree, reduced fat",
172093,"Beef Pot Pie, frozen entree, prepared",
173330,"Beef stew, canned entree",
171728,"Beef, Australian, imported, grass-fed,  external fat, raw",
173068,"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",
173969,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",
173965,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",
171733,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",
173970,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",
171739,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",
171734,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",
173975,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",
171735,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",
173976,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",
173971,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",
173977,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",
173972,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",
171729,"Beef, Australian, imported, grass-fed, seam fat, raw",
171730,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",
173967,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",
171732,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",
171742,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",
173966,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",
173973,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",
173978,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",
173974,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",
171736,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",
173979,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",
171740,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",
171741,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",
171737,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",
171738,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",
171731,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",
173968,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",
168118,"Beef, bologna, reduced sodium",
169558,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",
168734,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",
168735,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",
168736,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",
168737,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",
169559,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",
174770,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",
174771,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",
174772,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",
174773,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",
173124,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",
168656,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",
168714,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
168743,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
169570,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
168657,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
168658,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",
170613,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
169440,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",
168666,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",
173130,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",
173128,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",
169432,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",
173129,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",
170210,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
170601,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",
174047,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",
174048,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw",
171818,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",
174057,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, raw",
174768,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",
174766,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",
170211,"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",
169489,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",
170212,"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
170611,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
168665,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",
168664,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",
168607,"Beef, brisket, whole, separable lean only, all grades, raw",
170612,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
169430,"Beef, carcass, separable lean and fat, choice, raw",
169431,"Beef, carcass, separable lean and fat, select, raw",
170607,"Beef, chopped, cured, smoked",
171227,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
170831,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
170829,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",
170832,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
170830,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",
170833,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
170799,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
171195,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",
170797,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",
170800,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
170798,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",
171194,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",
170820,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",
168660,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",
171215,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",
168661,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",
171216,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",
168662,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",
168674,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",
169565,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",
169566,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",
168742,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",
171228,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",
171231,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
171229,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",
170834,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
171230,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",
170835,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
170801,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",
170804,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",
171196,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",
170802,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",
170803,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",
171203,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",
171206,"Beef, chuck for stew, separable lean and fat, all grades, raw",
171205,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",
170810,"Beef, chuck for stew, separable lean and fat, choice, raw",
171204,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",
170809,"Beef, chuck for stew, separable lean and fat, select, raw",
170213,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
170614,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",
168667,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",
169491,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",
